chr1	6765024	6765024
chr1	16514104	16514104
chr1	16892331	16892343
chr1	17560707	17560722
chr1	17861508	17861522
chr1	19312775	19312791
chr1	22365558	22365708
chr1	23255018	23255031
chr1	24025400	24025411
chr1	27110900	27110914
chr1	28530022	28530032
chr1	31439530	31439544
chr1	31900769	31900785
chr1	33042688	33042702
chr1	37366297	37366311
chr1	37633177	37633265
chr1	43757893	43757905
chr1	43887525	43887538
chr1	50000584	50000669
chr1	53525563	53525575
chr1	55171605	55171659
chr1	58918740	58918753
chr1	61747445	61747459
chr1	64788196	64788210
chr1	66772219	66772233
chr1	67798593	67798606
chr1	67894164	67894164
chr1	68186607	68186607
chr1	68332292	68332301
chr1	75253092	75253104
chr1	76320649	76320657
chr1	76697586	76697603
chr1	76894441	76894457
chr1	77548391	77548404
chr1	79737216	79737229
chr1	80043544	80043559
chr1	80444795	80444830
chr1	81763539	81763539
chr1	85466042	85466056
chr1	87818292	87818299
chr1	90551324	90551338
chr1	93897324	93897340
chr1	94513241	94513327
chr1	99050572	99050583
chr1	102804099	102804112
chr1	103622188	103622385
chr1	106164173	106164180
chr1	118436475	118436579
chr1	147267307	147267307
chr1	150059816	150059828
chr1	150759020	150759054
chr1	159434322	159434339
chr1	161305063	161305074
chr1	162200151	162200211
chr1	173389736	173389743
chr1	175495546	175495552
chr1	177011925	177012076
chr1	180931669	180931681
chr1	181562012	181562027
chr1	181941522	181941536
chr1	182271866	182271872
chr1	184617790	184617804
chr1	185519712	185519774
chr1	190711868	190711887
chr1	194710500	194710637
chr1	194972802	194972817
chr1	195908731	195908766
chr1	196795577	196795593
chr1	197047723	197047737
chr1	199764068	199764083
chr1	200596667	200596725
chr1	200671094	200671107
chr1	203042463	203042584
chr1	205229983	205229997
chr1	214747607	214747731
chr1	222496404	222496415
chr1	224628875	224628895
chr1	230637296	230637316
chr1	236680710	236680718
chr1	240167674	240167815
chr10	3475201	3475213
chr10	4958969	4958977
chr10	5502824	5502837
chr10	6332944	6332944
chr10	6967453	6967453
chr10	12986897	12986921
chr10	16221558	16221566
chr10	17281326	17281326
chr10	17311787	17311802
chr10	22181818	22181834
chr10	24302864	24303086
chr10	24740125	24740138
chr10	27093311	27093325
chr10	29647633	29647633
chr10	45129337	45129440
chr10	47534148	47534318
chr10	51542420	51542515
chr10	53378335	53378456
chr10	63764268	63764276
chr10	64163745	64163760
chr10	65982441	65982480
chr10	67580947	67580965
chr10	73876213	73876224
chr10	73973360	73973366
chr10	75815509	75815590
chr10	81882910	81882926
chr10	90299775	90299790
chr10	93748700	93748700
chr10	95187565	95187577
chr10	97398505	97398505
chr10	99088728	99088746
chr10	100067993	100068002
chr10	100072468	100072640
chr10	101319580	101319633
chr10	103359958	103359974
chr10	104348651	104348651
chr10	104364586	104364600
chr10	104552358	104552368
chr10	104913536	104913536
chr10	110220186	110220199
chr10	117347947	117347956
chr10	131827860	131827873
chr11	5886041	5886058
chr11	7793083	7793083
chr11	8459168	8459182
chr11	19019620	19019627
chr11	20434085	20434247
chr11	26641989	26642031
chr11	32691765	32691781
chr11	33614828	33614839
chr11	34746651	34746704
chr11	34865953	34865970
chr11	37207334	37207387
chr11	44822437	44822528
chr11	46885136	46885136
chr11	48501069	48501081
chr11	51433160	51433406
chr11	51458288	51458295
chr11	57998439	57998660
chr11	58993626	58993639
chr11	59533248	59533332
chr11	63435410	63435486
chr11	66159088	66159103
chr11	66200379	66200393
chr11	66933248	66933397
chr11	67247406	67247414
chr11	68805995	68806004
chr11	72744977	72744990
chr11	73528551	73528562
chr11	73731503	73731503
chr11	91186832	91186840
chr11	94348557	94348571
chr11	97580432	97580446
chr11	101386135	101386135
chr11	101420021	101420021
chr11	108582886	108582968
chr11	118877804	118877908
chr11	119015783	119015783
chr11	119110620	119110627
chr11	130202148	130202206
chr11	130447109	130447127
chr11	131097338	131097347
chr12	1296500	1296583
chr12	1330508	1330521
chr12	1367001	1367022
chr12	3796353	3796368
chr12	8093560	8093574
chr12	9842390	9842400
chr12	10236374	10236383
chr12	10650258	10650266
chr12	11896209	11896225
chr12	12418324	12418340
chr12	20757181	20757193
chr12	23071191	23071395
chr12	23071388	23071395
chr12	23350253	23350253
chr12	25610985	25610997
chr12	30011480	30011489
chr12	31827479	31827492
chr12	32435932	32435945
chr12	32993528	32993544
chr12	38074209	38074372
chr12	39646022	39646037
chr12	40896757	40896757
chr12	42181288	42181296
chr12	42878301	42878322
chr12	45908494	45908494
chr12	46866306	46866479
chr12	50724877	50724889
chr12	50795836	50795842
chr12	51697720	51697720
chr12	51757461	51757471
chr12	54775638	54775653
chr12	57029767	57029767
chr12	63118870	63118974
chr12	65215791	65215804
chr12	77911951	77911951
chr12	79117475	79117488
chr12	81034920	81034988
chr12	81066626	81066633
chr12	83288561	83288567
chr12	85694325	85694350
chr12	85994448	85994462
chr12	86194372	86194609
chr12	89610942	89611017
chr12	97634930	97634939
chr12	109468985	109468985
chr12	111042657	111042767
chr12	121820644	121820657
chr12	122018980	122019064
chr12	124139976	124139992
chr12	124161010	124161114
chr12	126945841	126945849
chr13	20764946	20764957
chr13	20954855	20954871
chr13	22078637	22078637
chr13	26660829	26661014
chr13	30442942	30442966
chr13	35817299	35817309
chr13	35872143	35872156
chr13	37540550	37540558
chr13	41743387	41743403
chr13	44897012	44897027
chr13	51177073	51177073
chr13	67168665	67168692
chr13	67873739	67873745
chr13	68693636	68693649
chr13	71928666	71928715
chr13	76102014	76102029
chr13	83417651	83417665
chr13	84562439	84562455
chr13	86346154	86346170
chr13	87156619	87156631
chr13	88101499	88101535
chr13	88147012	88147024
chr13	90515222	90515465
chr13	92585707	92585720
chr13	95553177	95553194
chr13	105642337	105642350
chr13	107473657	107473667
chr13	107943381	107943391
chr13	108688285	108688285
chr13	109752668	109752845
chr13	110229017	110229025
chr14	21289172	21289387
chr14	31566836	31566849
chr14	42859145	42859159
chr14	43042798	43042811
chr14	44720524	44720603
chr14	49939385	49939393
chr14	51053257	51053265
chr14	51248792	51248805
chr14	51468196	51468269
chr14	55484996	55485003
chr14	65173256	65173269
chr14	65978250	65978394
chr14	66623979	66623992
chr14	68086003	68086020
chr14	69000823	69000839
chr14	69002235	69002242
chr14	69560531	69560537
chr14	72514849	72514861
chr14	74374494	74374599
chr14	76897525	76897622
chr14	81816517	81816526
chr14	82262103	82262116
chr14	87138428	87138440
chr14	90781683	90781713
chr14	100963867	100963905
chr14	103149449	103149464
chr14	103439598	103439614
chr14	103562537	103562546
chr14	103702181	103702188
chr14	105975774	105975790
chr15	20077317	20077331
chr15	34265188	34265194
chr15	37932198	37932198
chr15	40854180	40854190
chr15	43084042	43084050
chr15	48215158	48215251
chr15	48381949	48381958
chr15	49858833	49858923
chr15	50124944	50124960
chr15	51178662	51178678
chr15	54673203	54673271
chr15	59075111	59075136
chr15	61020977	61020993
chr15	65299126	65299135
chr15	65356358	65356367
chr15	65635711	65635718
chr15	70936250	70936262
chr15	71590284	71590284
chr15	72823288	72823296
chr15	77570418	77570430
chr15	80785603	80785693
chr15	83674978	83675049
chr15	86321760	86321772
chr15	90842685	90842693
chr15	91384574	91384587
chr15	92100134	92100147
chr15	92409445	92409445
chr15	95544645	95544645
chr15	96859269	96859276
chr15	97278692	97278692
chr16	9362658	9362673
chr16	12222925	12222936
chr16	15999359	15999507
chr16	18088991	18088991
chr16	25201868	25201883
chr16	47249475	47249489
chr16	50389883	50390071
chr16	58514208	58514242
chr16	58999914	58999914
chr16	59460293	59460310
chr16	60947394	60947404
chr16	67804067	67804081
chr16	68522842	68522853
chr16	68706034	68706254
chr16	76002075	76002089
chr16	78176738	78176753
chr16	87342979	87343006
chr16	89907484	89907494
chr17	1694969	1694984
chr17	4039638	4039697
chr17	4321750	4321757
chr17	5512851	5512874
chr17	15150684	15150691
chr17	18818771	18818786
chr17	26984250	26984283
chr17	28242201	28242208
chr17	28839559	28839571
chr17	30958346	30958359
chr17	32230591	32230649
chr17	35713810	35713824
chr17	37227509	37227551
chr17	37634085	37634099
chr17	38514997	38515005
chr17	41996464	41996464
chr17	43126854	43126870
chr17	57435545	57435560
chr17	59872583	59872595
chr17	61567860	61567946
chr17	62217276	62217290
chr17	63816168	63816185
chr17	64357832	64357838
chr17	67690721	67690736
chr17	70891909	70891920
chr17	74313442	74313455
chr17	76979431	76979492
chr18	2419874	2419890
chr18	3375150	3375167
chr18	6235544	6235557
chr18	6668259	6668274
chr18	7561003	7561016
chr18	9290245	9290360
chr18	9941373	9941373
chr18	11989195	11989423
chr18	21789780	21789796
chr18	24832714	24832723
chr18	26743306	26743319
chr18	28203780	28203793
chr18	40986307	40986316
chr18	41366116	41366130
chr18	41694845	41694859
chr18	47295702	47295708
chr18	50364704	50364713
chr18	51694381	51694500
chr18	59851077	59851089
chr18	63708147	63708161
chr18	67227901	67227917
chr18	68788753	68788771
chr18	70525633	70525640
chr19	3854693	3854708
chr19	4098425	4098436
chr19	10997033	10997051
chr19	14917848	14917867
chr19	19461259	19461268
chr19	23968324	23968324
chr19	24033178	24033184
chr19	37311167	37311177
chr19	37466035	37466171
chr19	39040944	39040959
chr19	39252146	39252181
chr19	42770794	42770878
chr19	47336682	47336740
chr19	47336711	47336739
chr19	49775755	49775755
chr19	50178399	50178412
chr2	3814272	3814286
chr2	3931637	3931651
chr2	12458623	12458867
chr2	12517340	12517376
chr2	14792790	14792799
chr2	16633371	16633415
chr2	17041847	17041863
chr2	17642172	17642187
chr2	20816492	20816507
chr2	22102866	22102939
chr2	22609879	22609887
chr2	23764692	23764704
chr2	24781963	24782027
chr2	26025669	26025682
chr2	26286527	26286537
chr2	26912449	26912461
chr2	27576564	27576580
chr2	34234096	34234103
chr2	35323206	35323212
chr2	42297092	42297106
chr2	45950940	45950940
chr2	48417851	48417870
chr2	48974104	48974146
chr2	51899759	51899759
chr2	53941050	53941061
chr2	54118831	54118831
chr2	54813839	54813853
chr2	57663244	57663257
chr2	61430712	61430726
chr2	62894890	62894911
chr2	63837169	63837175
chr2	66508473	66508482
chr2	67071242	67071257
