chr1	16892178	16892509
chr1	16892289	16892499
chr1	28840057	28840109
chr1	28840109	28840226
chr1	67726937	67726950
chr1	109650635	109650647
chr1	161658746	161658746
chr1	161658746	161658758
chr1	191798714	191798724
chr1	212447455	212447463
chr1	212447455	212447465
chr1	217947141	217947246
chr1	217947233	217947248
chr1	217947234	217947234
chr1	217947234	217947241
chr1	217947234	217947246
chr1	217947234	217947248
chr1	217947235	217947248
chr1	217947238	217947246
chr1	217947239	217947248
chr10	36201438	36201452
chr10	70460883	70460898
chr11	33230309	33230326
chr11	46957566	46957630
chr11	46957617	46957630
chr11	50268887	50268906
chr11	57710223	57710238
chr11	73561473	73561486
chr11	89875144	89875160
chr11	108585576	108585765
chr11	108585578	108585747
chr11	108585640	108585765
chr11	108585671	108585674
chr11	108585674	108585765
chr11	108585680	108585765
chr11	108585683	108585748
chr11	108585683	108585765
chr11	108585701	108585748
chr11	108585705	108585765
chr11	108585743	108585765
chr11	108585744	108585765
chr11	108585745	108585765
chr11	108585746	108585765
chr11	108585747	108585765
chr11	108585748	108585760
chr11	108585748	108585763
chr11	108585748	108585764
chr11	108585748	108585765
chr11	108585750	108585765
chr11	108585751	108585765
chr11	108585752	108585765
chr11	108585753	108585765
chr11	108585765	108585765
chr12	73239363	73239578
chr12	73239491	73239573
chr12	73239491	73239578
chr12	73239492	73239578
chr12	73239534	73239575
chr12	73239569	73239578
chr12	73239571	73239571
chr12	73239571	73239578
chr12	73239571	73239598
chr12	73239572	73239578
chr12	73239574	73239606
chr12	73239576	73239716
chr12	73239578	73239578
chr12	73239578	73239648
chr12	73239578	73239746
chr12	101579859	101579921
chr12	101579884	101579917
chr12	112797731	112797743
chr12	113887005	113887021
chr12	113887007	113887021
chr12	125801042	125801164
chr12	125801052	125801164
chr12	125801054	125801164
chr12	125801055	125801164
chr12	125801064	125801164
chr12	125801075	125801164
chr12	125801078	125801164
chr12	125801081	125801164
chr12	125801082	125801164
chr12	125801085	125801164
chr12	125801087	125801164
chr12	125801090	125801164
chr12	125801093	125801164
chr12	125801095	125801164
chr12	125801096	125801164
chr12	125801098	125801164
chr12	125801099	125801164
chr12	125801102	125801164
chr12	125801105	125801164
chr12	125801108	125801164
chr12	125801114	125801164
chr12	125801143	125801164
chr12	125801144	125801164
chr12	125801145	125801164
chr12	125801146	125801163
chr12	125801146	125801164
chr12	125801147	125801163
chr12	125801147	125801164
chr12	125801148	125801159
chr12	125801148	125801160
chr12	125801148	125801161
chr12	125801148	125801162
chr12	125801148	125801163
chr12	125801148	125801164
chr12	125801149	125801164
chr12	125801150	125801164
chr12	125801151	125801164
chr12	125801152	125801163
chr12	125801152	125801164
chr12	125801153	125801164
chr12	125801158	125801164
chr12	125801164	125801164
chr12	125801164	125801173
chr12	125801164	125801288
chr13	41743192	41743387
chr13	41743267	41743403
chr13	41743318	41743387
chr13	41743387	41743387
chr13	41743387	41743403
chr13	41743390	41743403
chr13	41743403	41743474
chr13	44069778	44069838
chr13	44069827	44069827
chr13	44069827	44069838
chr13	44069831	44069838
chr13	44069832	44069838
chr14	34613589	34613602
chr14	42179585	42179598
chr14	54830133	54830140
chr14	66077911	66077986
chr14	66077916	66077922
chr14	66077916	66077928
chr14	66077916	66077930
chr14	66077916	66077984
chr14	66077916	66077985
chr14	66077918	66078023
chr15	40853918	40854180
chr15	40853923	40854180
chr15	40853933	40854194
chr15	40853935	40854180
chr15	40853994	40854180
chr15	40854019	40854194
chr15	40854083	40854180
chr15	40854101	40854194
chr15	40854103	40854194
chr15	40854112	40854190
chr15	40854141	40854194
chr15	40854177	40854194
chr15	40854178	40854194
chr15	40854179	40854190
chr15	40854179	40854194
chr15	40854180	40854180
chr15	40854180	40854188
chr15	40854180	40854189
chr15	40854180	40854190
chr15	40854180	40854191
chr15	40854180	40854193
chr15	40854180	40854194
chr15	40854180	40854230
chr15	40854180	40854241
chr15	40854180	40854294
chr15	40854182	40854194
chr15	40854184	40854194
